update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max,total_num_missions,num_succeded_missions
1,2048,3193.9408331898712,0,0.046359321727591045,0.20776756230711044,0.0,0.9927999973297119,3.428813559322034,2.9717626366568552,1.0,23.0,1.9266593158245087,0.03558950912338332,-0.10968739539384842,0.029816639376804233,0.136906602130725,0.046359321727591045,0.20776756230711044,0.0,0.9927999973297119,590,28
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max,total_num_missions,num_succeded_missions
2,4096,3280.901377034203,1,0.06092977034681626,0.23508820175568204,0.0,0.9927999973297119,3.8797709923664123,3.3468184654512227,1.0,27.0,1.8588924556970596,0.05527990125119686,-0.06261030305176973,0.04260526271536946,0.0740868599231955,0.06092977034681626,0.23508820175568204,0.0,0.9927999973297119,524,33
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max,total_num_missions,num_succeded_missions
3,6144,3236.190831978631,1,0.08332159924507142,0.2717203866516376,0.0,0.9927999973297119,4.116,3.818709729738567,1.0,27.0,1.8151687979698181,0.06974237062968314,-0.015187580575002357,0.0554375066421926,0.1965665509526206,0.08332159924507142,0.2717203866516376,0.0,0.9927999973297119,500,43
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max,total_num_missions,num_succeded_missions
4,8192,3349.5762079233095,2,0.08664939181524732,0.2771824994942423,0.0,0.9927999973297119,4.103238866396761,3.507578497860218,1.0,30.0,1.8031768947839737,0.0765017825178802,0.015570806310279295,0.05043437518179417,0.1577298683875496,0.08664939181524732,0.2771824994942423,0.0,0.9927999973297119,494,44
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max,total_num_missions,num_succeded_missions
5,10240,3376.634217711623,3,0.09038604564907014,0.2823098515078631,0.0,0.9927999973297119,3.9844961240310077,3.3445188206164795,1.0,23.0,1.793772429227829,0.08298572711646557,-0.0014403557288460433,0.05531835090368986,0.2256664736307875,0.09038604564907014,0.2823098515078631,0.0,0.9927999973297119,516,48
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max,total_num_missions,num_succeded_missions
